rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
418,Motorola Solutions,"$9,112",11.50%,"$1,363",9.50%,"$12,814","$47,917.3",5,"20,000",5,View More details about Motorola Solutions
419,Citizens Financial Group,"$9,069",29.80%,"$2,073",-10.60%,"$226,733","$14,708.5",54,"18,889",54,View More details about Citizens Financial Group
420,Coterra Energy,"$9,051",162.40%,"$4,065",251%,"$20,154","$18,785.5",342,"1,225",-,View More details about Coterra Energy
421,Avery Dennison,"$9,039.3",7.50%,$757.1,2.30%,"$7,950.5","$14,512.8",-9,"36,000",-9,View More details about Avery Dennison
422,PVH,"$9,024.2",-1.40%,$200.4,-79%,"$11,768.3","$5,591.5",-37,"25,000",-37,View More details about PVH
423,GXO Logistics,"$8,993",13.30%,$197,28.80%,"$9,219","$5,993.4",7,"112,000",7,View More details about GXO Logistics
424,Polaris,"$8,986.7",8.90%,$447.1,-9.50%,"$5,217.9","$6,304.3",-5,"16,200",-5,View More details about Polaris
425,Global Payments,"$8,975.5",5.30%,$111.5,-88.50%,"$44,809","$27,760.7",-18,"25,000",-18,View More details about Global Payments
426,Arconic,"$8,961",19.40%,$-182,-,"$6,015","$2,607.2",26,"11,550",26,View More details about Arconic
427,Vertex Pharmaceuticals,"$8,930.7",17.90%,"$3,322",41.80%,"$18,150.9","$81,001.8",21,"4,800",21,View More details about Vertex Pharmaceuticals
428,Commercial Metals,"$8,913.5",32.40%,"$1,217.3",194.80%,"$6,237","$5,727",56,"12,483",56,View More details about Commercial Metals
429,Autoliv,"$8,842",7.40%,$423,-2.80%,"$7,717","$8,013.1",-8,"65,300",-8,View More details about Autoliv
430,Constellation Brands,"$8,820.7",2.40%,$-40.4,-102%,"$25,855.8","$41,688.2",-27,"10,000",-27,View More details about Constellation Brands
431,Hilton Worldwide Holdings,"$8,773",51.60%,"$1,255",206.10%,"$15,512","$37,534.9",107,"159,000",-,View More details about Hilton Worldwide Holdings
432,Foot Locker,"$8,759",-2.30%,$342,-61.70%,"$7,907","$3,708.2",-42,"31,040",-42,View More details about Foot Locker
433,Huntsman,"$8,715",3.10%,$460,-56%,"$8,220","$5,025.3",-23,"7,000",-23,View More details about Huntsman
434,Burlington Stores,"$8,702.6",-6.60%,$230.1,-43.70%,"$7,269.6","$13,122.7",-57,"38,018",-57,View More details about Burlington Stores
435,Hertz Global Holdings,"$8,685",18.40%,"$2,059",462.60%,"$22,497","$5,252",27,"25,000",27,View More details about Hertz Global Holdings
436,Masco,"$8,680",3.60%,$844,105.90%,"$5,187","$11,206.7",-23,"19,000",-23,View More details about Masco
437,Williams-Sonoma,"$8,674.4",5.20%,"$1,127.9",0.10%,"$4,663","$8,057.3",-17,"16,800",-17,View More details about Williams-Sonoma
438,Chipotle Mexican Grill,"$8,634.7",14.40%,$899.1,37.70%,"$6,927.5","$47,186.1",12,"104,958",12,View More details about Chipotle Mexican Grill
439,M&T Bank,"$8,603.7",40.90%,"$1,991.7",7.20%,"$200,729.8","$20,093",80,"22,509",-,View More details about M&T Bank
440,LPL Financial Holdings,"$8,600.8",11.40%,$845.7,83.90%,"$9,482.2","$15,913.9",2,"6,415",2,View More details about LPL Financial Holdings
441,CMS Energy,"$8,596",14%,$837,-38.10%,"$31,353","$17,901.6",10,"8,817",10,View More details about CMS Energy
442,Campbell's,"$8,562",1%,$757,-24.50%,"$11,892","$16,465.2",-33,"14,700",-33,View More details about Campbell's
443,Arthur J. Gallagher,"$8,550.6",4.20%,"$1,114.2",22.90%,"$38,907.8","$40,954.7",-21,"43,640",-21,View More details about Arthur J. Gallagher
444,Blackstone,"$8,517.7",-62.30%,"$1,747.6",-70.20%,"$42,524.2","$62,047.5",-285,"4,695",-285,View More details about Blackstone
445,Dover,"$8,508.1",7.60%,"$1,065.4",-5.20%,"$10,896.5","$21,236.8",-12,"25,000",-12,View More details about Dover
446,ODP,"$8,491",-8.40%,$166,-,"$4,149","$1,806.3",-67,"25,000",-67,View More details about ODP
447,Packaging Corp. of America,"$8,478",9.70%,"$1,029.8",22.40%,"$8,003.8","$12,478.5",-6,"15,100",-6,View More details about Packaging Corp. of America
448,Brighthouse Financial,"$8,473",18.60%,$5,-,"$225,580","$2,986.1",20,"1,500",20,View More details about Brighthouse Financial
449,QXO Building Products,"$8,429.7",23.60%,$458.4,88.60%,"$6,003.5","$3,781.3",29,"7,478",29,View More details about QXO Building Products
450,Airbnb,"$8,399",40.20%,"$1,893",-,"$16,038","$79,681.7",78,"6,811",-,View More details about Airbnb
451,Boise Cascade,"$8,387.3",5.80%,$857.7,20.40%,"$3,240.5","$2,505.7",-19,"6,840",-19,View More details about Boise Cascade
452,Booz Allen Hamilton Holding,"$8,363.7",6.40%,$466.7,-23.40%,"$6,025.6","$12,260.7",-16,"29,300",-16,View More details about Booz Allen Hamilton Holding
453,Westinghouse Air Brake,"$8,362",6.90%,$633,13.40%,"$18,516","$18,226.4",-14,"27,000",-14,View More details about Westinghouse Air Brake
454,ON Semiconductor,"$8,326.2",23.50%,"$1,902.2",88.40%,"$11,978.5","$35,559.6",29,"31,055",29,View More details about ON Semiconductor
455,Oshkosh,"$8,282",4.10%,$173.9,-57.50%,"$7,729","$5,445.2",-27,"15,000",-27,View More details about Oshkosh
456,Franklin Resources,"$8,275.3",-1.80%,"$1,291.9",-29.50%,"$28,060.6","$13,479.6",-45,"9,800",-45,View More details about Franklin Resources
457,Taylor Morrison Home,"$8,224.9",9.60%,"$1,052.8",58.80%,"$8,470.7","$4,143.5",-4,"3,000",-4,View More details about Taylor Morrison Home
458,Gold.com,"$8,159.3",7.20%,$132.5,-17%,"$1,442.7",$815.3,-12,381,-12,View More details about Gold.com
459,KeyCorp,"$8,130",7.50%,"$1,917",-27%,"$189,813","$11,579.2",-10,"17,660",-10,View More details about KeyCorp
460,ARKO,"$8,127.6",26.70%,$71.7,21.20%,"$3,255.2","$1,020.2",38,"12,223",38,View More details about ARKO
461,Lululemon athletica,"$8,110.5",29.60%,$854.8,-12.40%,"$5,607","$46,312.1",48,"34,000",-,View More details about Lululemon athletica
462,Old Republic International,"$8,083.7",-13.50%,$686.4,-55.30%,"$25,159.4","$7,399",-86,"9,500",-86,View More details about Old Republic International
463,Zoetis,"$8,080",3.90%,"$2,114",3.80%,"$14,925","$77,052.6",-23,"13,800",-23,View More details about Zoetis
464,Marathon Oil,"$8,036",47%,"$3,612",281.80%,"$19,940","$15,086.5",105,"1,570",-,View More details about Marathon Oil
465,J.M. Smucker,"$7,998.9",-,$631.7,-27.90%,"$16,055","$16,781.3",-39,"6,700",-39,View More details about J.M. Smucker
466,Huntington Bancshares,"$7,950",30.80%,"$2,238",72.80%,"$182,906","$16,235.9",55,"19,920",-,View More details about Huntington Bancshares
467,NGL Energy Partners,"$7,947.9",51.60%,$-184.8,-,"$6,070.3",$380.8,114,842,-,View More details about NGL Energy Partners
468,Ingredion,"$7,946",15.30%,$492,320.50%,"$7,561","$6,711.3",8,"11,700",8,View More details about Ingredion
469,Fortune Brands Innovations,"$7,922.7",3.50%,$686.7,-11.10%,"$6,120.9","$7,457.1",-25,"11,200",-25,View More details about Fortune Brands Innovations
470,PPL,"$7,902",10.90%,$756,-,"$37,837","$20,472.3",-1,"6,527",-1,View More details about PPL
471,Sanmina,"$7,890.5",16.80%,$256.1,-4.80%,"$4,859.5","$3,559.2",11,"36,000",11,View More details about Sanmina
472,Bed Bath & Beyond,"$7,867.8",-14.80%,$-559.6,-,"$5,130.6",$183,-91,"32,000",-91,View More details about Bed Bath & Beyond
473,Cintas,"$7,854.5",10.40%,"$1,235.8",11.20%,"$8,147.3","$47,041.8",-3,"43,000",-3,View More details about Cintas
474,NCR Voyix,"$7,844",9.60%,$60,-38.10%,"$11,507","$3,303.8",-8,"35,000",-8,View More details about NCR Voyix
475,ABM Industries,"$7,806.6",25.30%,$230.4,82.40%,"$4,868.9","$2,970.8",35,"127,000",-,View More details about ABM Industries
476,Rockwell Automation,"$7,760.4",10.90%,$932.2,-31.40%,"$10,758.7","$33,682.9",-4,"26,000",-4,View More details about Rockwell Automation
477,Northern Trust,"$7,751.7",19.50%,"$1,336",-13.50%,"$155,036.7","$18,309.1",16,"23,600",16,View More details about Northern Trust
478,XPO,"$7,718",-39.70%,$666,98.20%,"$6,269","$3,684.5",-187,"39,500",-187,View More details about XPO
479,Science Applications International,"$7,704",4.20%,$300,8.30%,"$5,543","$5,870.5",-23,"25,000",-23,View More details about Science Applications International
480,Ameren,"$7,662",25.20%,"$1,074",8.50%,"$37,904","$22,675.3",20,"9,244",20,View More details about Ameren
481,First American Financial,"$7,605",-17.50%,$263,-78.80%,"$14,955","$5,749.7",-98,"21,153",-98,View More details about First American Financial
482,Bath & Body Works,"$7,560",-4.10%,$800,-40%,"$5,494","$8,368.3",-47,"33,000",-47,View More details about Bath & Body Works
483,Regions Financial,"$7,531",14%,"$2,245",-10.90%,"$155,220","$17,345.5",6,"20,073",6,View More details about Regions Financial
484,Activision Blizzard,"$7,528",-14.50%,"$1,513",-43.90%,"$27,383","$67,126",-88,"13,000",-88,View More details about Activision Blizzard
485,Avantor,"$7,512.4",1.70%,$686.5,19.90%,"$13,464.3","$14,270.6",-28,"14,500",-28,View More details about Avantor
486,Genworth Financial,"$7,507",-4.80%,$609,-32.60%,"$86,442","$2,476.6",-52,"2,500",-52,View More details about Genworth Financial
487,EQT,"$7,497.7",144.60%,"$1,771",-,"$22,669.9","$11,499.1",334,744,-,View More details about EQT
488,Skechers U.S.A.,"$7,444.6",18%,$373,-49.70%,"$6,893.5","$7,379.1",18,"11,450",-,View More details about Skechers U.S.A.
489,Landstar System,"$7,439.7",13.70%,$430.9,12.90%,"$1,931.9","$6,457.4",2,"1,449",2,View More details about Landstar System
490,Knight-Swift Transportation Hldgs.,"$7,428.6",23.90%,$771.3,3.80%,"$10,951.7","$9,105.9",37,"28,300",-,View More details about Knight-Swift Transportation Hldgs.
491,SVB Financial Group,"$7,401",22.80%,"$1,672",-8.80%,"$211,793",$53.6,33,"8,553",-,View More details about SVB Financial Group
492,Par Pacific Holdings,"$7,321.8",55.40%,$364.2,-,"$3,280.6","$1,772.9",142,"1,397",-,View More details about Par Pacific Holdings
493,Albemarle,"$7,320.1",120%,"$2,689.8",2075%,"$15,456.5","$25,927.9",287,"7,400",-,View More details about Albemarle
494,Vulcan Materials,"$7,315.2",31.80%,$575.6,-14.20%,"$14,234.6","$22,827.2",68,"11,974",-,View More details about Vulcan Materials
495,Watsco,"$7,274.3",15.80%,$601.2,43.50%,"$3,488.2","$12,353.5",12,"7,238",-,View More details about Watsco
496,KKR,"$7,273.4",-72.20%,$-841.1,-118%,"$277,077.2","$45,225.4",-358,"4,150",-358,View More details about KKR
497,Equinix,"$7,263.1",9.50%,$704.3,40.80%,"$30,310.7","$66,872.6",-10,"12,097",-10,View More details about Equinix
498,Sonoco Products,"$7,250.6",29.70%,$466.4,-,"$7,052.9","$5,974.7",58,"22,000",-,View More details about Sonoco Products
499,ServiceNow,"$7,245",22.90%,$325,41.30%,"$13,299","$94,338.2",32,"20,433",-,View More details about ServiceNow
500,Robert Half,"$7,238.1",12%,$657.9,9.90%,"$2,964.5","$8,677.3",-6,"16,300",-6,View More details about Robert Half
