rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
214,Illinois Tool Works,"$14,768",3.20%,"$2,563",51.90%,"$14,870","$46,922.6",-10,"48,000",-10,View More details about Illinois Tool Works
215,Ecolab,"$14,668.2",6%,"$1,429.1",-5.30%,"$20,074.5","$50,908.2",-,"49,000",-,View More details about Ecolab
216,Booking Holdings,"$14,527",14.60%,"$3,998",70.80%,"$22,687","$78,543.2",13,"24,500",13,View More details about Booking Holdings
217,Paramount Skydance,"$14,514",-1.30%,"$1,960",449%,"$21,859","$17,727.3",-20,"14,750",-20,View More details about Paramount Skydance
218,Parker-Hannifin,"$14,302.4",18.90%,"$1,060.8",7.90%,"$15,320.1","$22,201.7",38,"57,170",38,View More details about Parker-Hannifin
219,Principal Financial,"$14,237.2",1%,"$1,546.5",-33.10%,"$243,036.1","$13,968.6",-9,"16,475",-9,View More details about Principal Financial
220,DTE Energy,"$14,212",12.70%,"$1,120",-1.20%,"$36,288","$22,854.2",12,"10,600",12,View More details about DTE Energy
221,BlackRock,"$14,198",13.70%,"$4,305",-13.40%,"$159,573","$67,538.1",16,"14,900",16,View More details about BlackRock
222,United States Steel,"$14,178",15.70%,"$1,115",188.10%,"$10,982","$3,378.5",24,"29,000",24,View More details about United States Steel
223,Community Health Systems,"$14,155",-23.40%,$-788,-,"$15,859",$433.5,-63,"78,500",-63,View More details about Community Health Systems
224,Kinder Morgan,"$14,144",3.20%,"$1,609",779.20%,"$78,866","$45,294.8",-6,"11,012",-6,View More details about Kinder Morgan
225,QVC Group,"$14,070",35.20%,$916,-62.50%,"$17,841","$6,961.7",63,"27,226",63,View More details about QVC Group
226,Loews,"$14,066",2.40%,$636,-45.40%,"$78,316","$14,920.6",-9,"17,900",-9,View More details about Loews
227,Howmet Aerospace,"$14,014",8.10%,$642,-,"$18,693","$8,658.4",-2,"43,000",-2,View More details about Howmet Aerospace
228,Stanley Black & Decker,"$13,982.4",9.70%,$605.2,-50.60%,"$19,408","$20,610.3",-,"60,767",-,View More details about Stanley Black & Decker
229,Textron,"$13,972",-1.60%,"$1,222",298%,"$14,264","$11,846.7",-21,"35,000",-21,View More details about Textron
230,Las Vegas Sands,"$13,729",6.60%,"$2,413",-14%,"$22,547","$47,247.2",-3,"51,500",-3,View More details about Las Vegas Sands
231,Estée Lauder,"$13,683",15.70%,"$1,108",-11.30%,"$12,567","$59,790.5",27,"46,000",27,View More details about Estée Lauder
232,DISH Network,"$13,621.3",-5.40%,"$1,575.1",-24.90%,"$30,587","$14,827.5",-29,"16,000",-29,View More details about DISH Network
233,Stryker,"$13,601",9.30%,"$3,553",248.30%,"$27,229","$73,695.7",7,"36,000",7,View More details about Stryker
234,Kellanova,"$13,547",4.80%,"$1,336",5.30%,"$17,780","$19,722.6",-8,"34,000",-8,View More details about Kellanova
235,Biogen,"$13,452.9",9.60%,"$4,430.7",74.50%,"$25,288.9","$46,498",10,"7,800",10,View More details about Biogen
236,Alcoa,"$13,403",15%,$227,4.60%,"$15,938","$5,224.1",26,"14,000",26,View More details about Alcoa
237,Anadarko Petroleum,"$13,382",12.40%,$615,-,"$40,376","$22,828.2",20,"4,700",20,View More details about Anadarko Petroleum
238,Dominion Energy,"$13,366",6.20%,"$2,447",-18.40%,"$77,914","$61,281.9",-5,"16,100",-5,View More details about Dominion Energy
239,Automatic Data Processing,"$13,325.8",7.60%,"$1,620.8",-6.50%,"$37,088.7","$69,587.5",4,"57,000",4,View More details about Automatic Data Processing
240,Salesforce,"$13,282",26.70%,"$1,110",770.70%,"$30,737","$122,103.3",45,"35,000",45,View More details about Salesforce
241,Bath & Body Works,"$13,236.9",4.80%,$643.9,-34.50%,"$8,090.2","$7,589.9",-10,"57,200",-10,View More details about Bath & Body Works
242,Henry Schein,"$13,202",5.90%,$535.9,31.90%,"$8,500.5","$9,100.9",-4,"22,600",-4,View More details about Henry Schein
243,Newell Brands,"$13,033.1",-11.60%,"$-6,917.9",-351.70%,"$17,716.4","$6,490.1",-47,"37,000",-47,View More details about Newell Brands
244,Guardian Life Ins. Co. of America,"$13,014.9",4.50%,$464.9,2.10%,"$74,053",-,-5,"9,556",-5,View More details about Guardian Life Ins. Co. of America
245,BJ's Wholesale Club,"$13,007.3",2%,$127.3,153%,"$3,239.3","$3,776.6",-,"26,383",-,View More details about BJ's Wholesale Club
246,Truist Financial,"$12,996",6.90%,"$3,237",35.20%,"$225,697","$35,541",4,"35,852",4,View More details about Truist Financial
247,State Street,"$12,973",10.20%,"$2,599",19.40%,"$244,626","$24,919.6",12,"40,142",12,View More details about State Street
248,Viacom,"$12,943",-2.40%,"$1,719",-8.30%,"$23,783","$11,530.7",-27,"10,880",-27,View More details about Viacom
249,Ameriprise Financial,"$12,924",7%,"$2,098",41.80%,"$137,216","$17,345.1",3,"14,062",3,View More details about Ameriprise Financial
250,Core-Mark Holding,"$12,903.9",5.60%,$45.5,35.80%,"$1,666.1","$1,703.2",-3,"8,087",-3,View More details about Core-Mark Holding
251,Reinsurance Group of America,"$12,875.7",2.90%,$715.8,-60.70%,"$64,535.2","$8,922",-17,"2,767",-17,View More details about Reinsurance Group of America
252,VF,"$12,862.3",3.70%,$658.6,7.10%,"$10,311.3","$34,382.1",-10,"69,000",-10,View More details about VF
253,Discover,"$12,848",11.30%,"$2,742",30.60%,"$109,553","$23,215.1",10,"16,600",10,View More details about Discover
254,Global Partners,"$12,672.6",42.10%,$103.9,76.90%,"$2,424.3",$668.4,77,"2,500",77,View More details about Global Partners
255,Edison International,"$12,657",2.70%,$-423,-174.90%,"$56,715","$20,174.2",-11,"12,574",-11,View More details about Edison International
256,Oneok,"$12,593.2",3.40%,"$1,151.7",197%,"$18,231.7","$28,746.9",-7,"2,684",-7,View More details about Oneok
257,Murphy USA,"$12,524",15.40%,$213.6,-12.90%,"$2,360.8","$2,755.6",22,"6,800",22,View More details about Murphy USA
258,Bed Bath & Beyond,"$12,349.3",1.10%,$424.9,-38%,"$7,040.8","$2,335.7",-10,"65,000",-10,View More details about Bed Bath & Beyond
259,Consolidated Edison,"$12,337",2.50%,"$1,382",-9.40%,"$53,920","$27,230.6",-4,"15,307",-4,View More details about Consolidated Edison
260,CSX,"$12,250",7.40%,"$3,309",-39.50%,"$36,729","$60,805.2",5,"22,475",5,View More details about CSX
261,J.C. Penney,"$12,019",-3.90%,$-255,-,"$7,721",$471.4,-26,"95,000",-26,View More details about J.C. Penney
262,LKQ,"$11,876.7",20.60%,$480.1,-10%,"$11,393.4","$8,926.4",38,"51,000",38,View More details about LKQ
263,FirstEnergy,"$11,864",-12.90%,"$1,348",-,"$40,063","$22,059.6",-44,"12,494",-44,View More details about FirstEnergy
264,Steel Dynamics,"$11,821.8",23.90%,"$1,258.4",54.80%,"$7,703.6","$7,862.8",48,"8,200",48,View More details about Steel Dynamics
265,Lithia Motors,"$11,821.4",17.20%,$265.7,8.40%,"$5,384","$2,147",29,"13,643",29,View More details about Lithia Motors
266,MGM Resorts International,"$11,763.1",9.20%,$466.8,-76.20%,"$30,210.7","$13,777.3",14,"74,500",14,View More details about MGM Resorts International
267,Tenneco,"$11,763",26.80%,$55,-73.40%,"$13,232","$1,793.2",53,"81,000",53,View More details about Tenneco
268,Nvidia,"$11,716",20.60%,"$4,141",35.90%,"$13,292","$108,813.4",38,"13,277",38,View More details about Nvidia
269,Sempra,"$11,687",4.30%,"$1,049",309.80%,"$60,638","$34,508.6",2,"16,823",2,View More details about Sempra
270,Farmers Insurance Exchange,"$11,650.4",-3.50%,$-70.5,-,"$17,016.3",-,-17,"12,740",-17,View More details about Farmers Insurance Exchange
271,Ball,"$11,635",5.90%,$454,21.40%,"$16,554","$19,335",6,"17,500",6,View More details about Ball
272,Group 1 Automotive,"$11,601.4",4.30%,$157.8,-26.10%,"$5,001.1","$1,186.6",1,"14,570",1,View More details about Group 1 Automotive
273,Unum Group,"$11,598.5",2.80%,$523.4,-47.40%,"$61,875.6","$7,260.8",-6,"9,600",-6,View More details about Unum Group
274,Xcel Energy,"$11,537",1.20%,"$1,261",9.80%,"$45,987","$28,903.8",-8,"11,068",-8,View More details about Xcel Energy
275,Reliance,"$11,534.5",18.70%,$633.7,3.30%,"$8,044.9","$6,054.5",30,"15,600",30,View More details about Reliance
276,Huntsman,"$11,527",8.80%,$337,-47%,"$7,953","$5,251.9",6,"10,000",6,View More details about Huntsman
277,Norfolk Southern,"$11,458",8.60%,"$2,666",-50.70%,"$36,239","$49,860.3",7,"26,662",7,View More details about Norfolk Southern
278,Labcorp Holdings,"$11,333.4",8.50%,$883.7,-30.30%,"$16,185.3","$15,095.8",8,"61,000",8,View More details about Labcorp Holdings
279,Corning,"$11,290",11.60%,"$1,066",-,"$27,505","$25,990.7",14,"51,500",14,View More details about Corning
280,Expedia Group,"$11,223",11.60%,$406,7.40%,"$18,033","$17,515.6",15,"24,500",15,View More details about Expedia Group
281,AutoZone,"$11,221.1",3.10%,"$1,337.5",4.40%,"$9,347","$25,487.9",-3,"72,450",-3,View More details about AutoZone
282,W.W. Grainger,"$11,221",7.60%,$782,33.50%,"$5,873","$16,732.7",5,"23,850",5,View More details about W.W. Grainger
283,Quanta Services,"$11,171.4",18%,$293.3,-6.90%,"$7,075.8","$5,336.2",33,"39,200",33,View More details about Quanta Services
284,Crown Holdings,"$11,151",28.20%,$439,35.90%,"$15,262","$7,384.9",54,"33,429",54,View More details about Crown Holdings
285,ODP,"$11,130",3.50%,$104,-42.50%,"$6,166","$1,971.9",-4,"44,000",-4,View More details about ODP
286,Baxter International,"$11,127",5.40%,"$1,624",126.50%,"$15,641","$41,558.9",-3,"50,000",-3,View More details about Baxter International
287,Lam Research,"$11,077",38.20%,"$2,380.7",40.20%,"$12,479.5","$27,315.8",67,"10,900",67,View More details about Lam Research
288,Entergy,"$11,009.5",-0.60%,$848.7,106.20%,"$48,275.1","$18,214.6",-14,"13,688",-14,View More details about Entergy
289,Charles Schwab,"$10,989",22.60%,"$3,507",49%,"$296,482","$57,051.3",41,"19,500",41,View More details about Charles Schwab
290,L3 Technologies,"$10,841",-1.50%,"$1,005",48.40%,"$13,518","$16,368.2",-14,"31,000",-14,View More details about L3 Technologies
291,NRG Energy,"$10,797",-4.20%,$268,-,"$10,628","$11,850.9",-22,"4,862",-22,View More details about NRG Energy
292,Live Nation Entertainment,"$10,787.8",4.40%,$60.2,-,"$8,496.9","$13,400.5",-2,"16,000",-2,View More details about Live Nation Entertainment
293,Universal Health Services,"$10,772.3",-4.50%,$779.7,3.60%,"$11,265.5","$12,144.3",-25,"75,650",-25,View More details about Universal Health Services
294,Molson Coors Beverage,"$10,769.6",-2.10%,"$1,116.5",-28.70%,"$30,109.8","$12,958",-19,"17,750",-19,View More details about Molson Coors Beverage
295,Ebay,"$10,746",12.30%,"$2,530",-,"$22,819","$33,978.7",14,"14,000",14,View More details about Ebay
296,AES,"$10,736",-22.50%,"$1,203",-,"$32,521","$11,975.4",-82,"9,000",-82,View More details about AES
297,Devon Energy,"$10,734",-23%,"$3,064",241.20%,"$19,566","$13,832.7",-84,"2,880",-84,View More details about Devon Energy
298,Pacific Life,"$10,699",12.50%,$913,-33.10%,"$157,699",-,15,"3,776",15,View More details about Pacific Life
299,CenterPoint Energy,"$10,589",10.10%,$368,-79.50%,"$27,009","$15,394.2",9,"7,977",9,View More details about CenterPoint Energy
300,Warner Bros. Discovery,"$10,553",53.50%,$594,-,"$32,550","$13,632.8",109,"9,000",109,View More details about Warner Bros. Discovery
301,BorgWarner,"$10,529.6",7.50%,$930.7,111.60%,"$10,095.3","$7,974.3",-,"30,000",-,View More details about BorgWarner
302,Targa Resources,"$10,484",18.90%,$1.6,-97%,"$16,938.2","$9,645.6",32,"2,460",32,View More details about Targa Resources
303,Ally Financial,"$10,466",6.10%,"$1,263",36%,"$178,869","$11,025.3",-4,"8,200",-4,View More details about Ally Financial
304,SunTrust Banks,"$10,431",7.10%,"$2,775",22.10%,"$215,543","$26,262.9",-1,"22,899",-1,View More details about SunTrust Banks
305,IQVIA Holdings,"$10,412",6.90%,$259,-80.20%,"$22,549","$28,280.9",-1,"58,000",-1,View More details about IQVIA Holdings
306,American Family Insurance Group,"$10,336.2",8.30%,$295.3,89.70%,"$27,502.5",-,5,"11,975",5,View More details about American Family Insurance Group
307,Delek US Holdings,"$10,265.6",39.70%,$340.1,17.80%,"$5,760.6","$2,821.7",77,"3,717",77,View More details about Delek US Holdings
308,Navistar International,"$10,250",19.60%,$340,1033.30%,"$7,230","$3,199.8",34,"13,100",34,View More details about Navistar International
309,Expand Energy,"$10,231",7.70%,$873,-8%,"$10,947","$5,058.3",5,"2,350",5,View More details about Expand Energy
310,United Natural Foods,"$10,226.7",10.30%,$165.7,27.30%,"$2,964.5",$671.8,9,"10,000",9,View More details about United Natural Foods
311,Leidos Holdings,"$10,194",0.20%,$581,58.70%,"$8,770","$9,205.1",-19,"32,000",-19,View More details about Leidos Holdings
312,PulteGroup,"$10,188.3",18.80%,"$1,022",128.50%,"$10,173","$7,758.4",29,"5,086",29,View More details about PulteGroup
313,Eastman Chemical,"$10,151",6.30%,"$1,080",-22%,"$15,995","$10,531.1",-3,"14,595",-3,View More details about Eastman Chemical
314,Republic Services,"$10,040.9",,"$1,036.9",-18.90%,"$21,617","$25,851.5",-18,"36,000",-18,View More details about Republic Services
315,Mohawk Industries,"$9,983.6",5.20%,$861.7,-11.30%,"$13,099.1","$9,121.9",-,"42,100",-,View More details about Mohawk Industries
316,Sonic Automotive,"$9,951.6",0.90%,$51.7,-44.50%,"$3,796.8",$636.7,-18,"9,700",-18,View More details about Sonic Automotive
317,Accendra Health,"$9,838.7",5.60%,$-437,-700.30%,"$3,773.8",$258.4,1,"17,900",1,View More details about Accendra Health
318,Xerox Holdings,"$9,830",-4.20%,$361,85.10%,"$14,874","$7,307.6",-27,"32,400",-27,View More details about Xerox Holdings
319,Boston Scientific,"$9,823",8.60%,"$1,671",1506.70%,"$20,999","$53,367.4",9,"32,000",9,View More details about Boston Scientific
320,DCP Midstream,"$9,822",16.10%,$298,30.10%,"$14,266","$4,736.6",24,"2,650",24,View More details about DCP Midstream
321,Autoliv,"$9,801.1",-5.60%,$190.4,-55.40%,"$6,721.6","$6,413.4",-32,"62,091",-32,View More details about Autoliv
322,Interpublic Group,"$9,714.4",23.20%,$618.9,6.90%,"$15,620.3","$8,087",37,"54,000",37,View More details about Interpublic Group
323,Public Service Enterprise Group,"$9,696",6.70%,"$1,438",-8.60%,"$45,326","$30,002",4,"13,145",4,View More details about Public Service Enterprise Group
324,PVH,"$9,656.8",8.30%,$746.4,38.80%,"$11,863.7","$9,164.1",8,"29,350",8,View More details about PVH
325,Mosaic,"$9,587.3",29.40%,$470,-,"$20,119.2","$10,527.2",57,"13,600",57,View More details about Mosaic
326,Advance Auto Parts,"$9,580.6",2.20%,$423.8,-10.90%,"$9,040.6","$12,221.9",-9,"55,500",-9,View More details about Advance Auto Parts
327,Optimum Communications,"$9,566.6",2.60%,$18.8,-98.80%,"$33,613.8","$14,708",-,"11,993",-,View More details about Optimum Communications
328,Hormel Foods,"$9,545.7",4.10%,"$1,012.1",19.50%,"$8,142.3","$23,976.8",-5,"20,100",-5,View More details about Hormel Foods
329,O'Reilly Automotive,"$9,536.4",6.20%,"$1,324.5",16.80%,"$7,980.8","$30,438.4",-,"64,325",-,View More details about O'Reilly Automotive
330,Calpine,"$9,512",8.70%,$10,-,"$16,062",-,6,"2,282",6,View More details about Calpine
331,Hertz Global Holdings,"$9,504",8%,$-225,-168.80%,"$21,382","$1,457.8",4,"38,000",4,View More details about Hertz Global Holdings
332,First Data,"$9,498",-21.20%,"$1,005",-31.40%,"$38,327","$24,767.2",-78,"19,000",-78,View More details about First Data
333,Pioneer Natural Resources,"$9,415",72.60%,$978,17.40%,"$17,903","$25,639.3",164,"3,177",164,View More details about Pioneer Natural Resources
334,Coty,"$9,398",22.80%,$-168.8,-,"$22,630.2","$8,639.5",37,"20,000",37,View More details about Coty
335,AGCO,"$9,352",12.60%,$285.5,53.20%,"$7,626.4","$5,335.4",12,"21,200",12,View More details about AGCO
336,Mutual of Omaha,"$9,347.2",7%,$277.3,-67.90%,"$43,913.4",-,1,"6,314",1,View More details about Mutual of Omaha
337,Vistra,"$9,144",68.40%,$-54,-,"$26,024","$12,647.8",162,"5,275",162,View More details about Vistra
338,Avis Budget Group,"$9,124",3.10%,$165,-54.30%,"$19,149","$2,646.2",-5,"25,600",-5,View More details about Avis Budget Group
339,Adobe,"$9,030",23.70%,"$2,590.8",52.90%,"$18,768.7","$130,034",50,"21,357",50,View More details about Adobe
340,Peter Kiewit Sons',"$9,025",4%,$468,26.10%,"$4,760",-,-1,"20,000",-1,View More details about Peter Kiewit Sons'
341,News Corp.,"$9,024",10.90%,"$-1,514",-,"$16,346","$7,286.8",9,"28,000",9,View More details about News Corp.
342,Brighthouse Financial,"$8,965",-,$865,-,"$206,294","$4,230.2",-,"1,260",-,View More details about Brighthouse Financial
343,Voya Financial,"$8,934",-7.50%,$875,-,"$154,682","$7,291",-36,"6,000",-36,View More details about Voya Financial
344,Air Products & Chemicals,"$8,930.2",5.80%,"$1,497.8",-50.10%,"$19,178.3","$41,940.8",1,"16,150",1,View More details about Air Products & Chemicals
345,Hilton Worldwide Holdings,"$8,906",-2.60%,$764,-39.30%,"$13,995","$24,292.8",-21,"169,000",-21,View More details about Hilton Worldwide Holdings
346,GameStop,"$8,850.7",-4.10%,$-673,-2039.50%,"$4,044.3","$1,036",-24,"33,000",-24,View More details about GameStop
347,Veritiv,"$8,696.2",4%,$-15.7,-,"$2,529.7",$418.5,-1,"8,700",-1,View More details about Veritiv
348,Williams,"$8,686",8.20%,$-155,-107.10%,"$45,302","$34,801.1",5,"5,322",5,View More details about Williams
349,Campbell's,"$8,685",10.10%,$261,-70.60%,"$14,529","$11,481.6",9,"23,000",9,View More details about Campbell's
350,Rockwell Collins,"$8,665",27%,"$1,032",46.40%,"$19,026",-,65,"31,200",65,View More details about Rockwell Collins
351,Thrivent Financial,"$8,635.2",1.30%,"$1,233.9",121%,"$94,482.9",-,-8,"3,708",-8,View More details about Thrivent Financial
352,Westlake,"$8,635",7.40%,$996,-23.60%,"$11,602","$8,718.3",-,"8,870",-,View More details about Westlake
353,Univar Solutions,"$8,632.5",4.60%,$172.3,43.80%,"$5,272.4","$3,760.5",-4,"8,500",-4,View More details about Univar Solutions
354,J.B. Hunt Transport Services,"$8,614.9",19.80%,$489.6,-28.70%,"$5,091.6","$11,014.2",41,"27,621",41,View More details about J.B. Hunt Transport Services
355,Frontier Communications,"$8,611",-5.70%,$-643,-,"$23,659",$209.6,-30,"21,173",-30,View More details about Frontier Communications
356,Jones Financial (Edward Jones),"$8,594",13.10%,$990,13.50%,"$15,815",-,20,"47,000",20,View More details about Jones Financial (Edward Jones)
357,NOV,"$8,453",15.70%,$-31,-,"$19,796","$10,214.7",31,"34,642",31,View More details about NOV
358,Eversource Energy,"$8,448.2",9%,"$1,033",4.60%,"$38,241.3","$22,512.6",6,"7,998",6,View More details about Eversource Energy
359,Dick's Sporting Goods,"$8,436.6",-1.80%,$319.9,-1.10%,"$4,187.1","$3,544.9",-19,"27,950",-19,View More details about Dick's Sporting Goods
360,Genworth Financial,"$8,430",1.60%,$119,-85.40%,"$100,923","$1,918.5",-12,"3,500",-12,View More details about Genworth Financial
361,Fidelity National Information (FIS),"$8,423",-7.70%,$846,-35.90%,"$23,770","$36,546.5",-35,"47,000",-35,View More details about Fidelity National Information (FIS)
362,Yum China Holdings,"$8,415",17.80%,$708,75.70%,"$4,610","$17,019.2",35,"450,000",35,View More details about Yum China Holdings
363,Ryder System,"$8,409.2",14.70%,$273.3,-65.40%,"$13,051.1","$3,302.5",24,"39,600",24,View More details about Ryder System
364,Anixter International,"$8,400.2",6%,$156.3,43.40%,"$4,653.1","$1,878.7",-7,"9,300",-7,View More details about Anixter International
365,Caesars Holdings,"$8,391",72.90%,$303,-,"$25,775","$5,823.5",171,"66,000",-,View More details about Caesars Holdings
366,Masco,"$8,359",9.40%,$734,37.70%,"$5,393","$11,568.7",7,"26,000",7,View More details about Masco
367,Thor Industries,"$8,328.9",14.90%,$430.2,14.90%,"$2,778.7","$3,434.3",25,"17,500",25,View More details about Thor Industries
368,Alaska Air Group,"$8,264",4.20%,$437,-57.70%,"$10,912","$6,937.1",-13,"23,376",-13,View More details about Alaska Air Group
369,Amphenol,"$8,202",17%,"$1,205",85.20%,"$10,044.9","$28,151.4",34,"73,600",34,View More details about Amphenol
370,WESCO International,"$8,176.6",6.50%,$227.3,39.10%,"$4,605","$2,395.8",-,"9,100",-,View More details about WESCO International
371,Huntington Ingalls Industries,"$8,176",9.90%,$836,74.50%,"$6,383","$8,631.3",10,"40,000",10,View More details about Huntington Ingalls Industries
372,Jefferies Financial Group,"$8,151.8",-34.30%,"$1,026.8",497.90%,"$47,131.1","$5,686.9",-131,"4,700",-131,View More details about Jefferies Financial Group
373,Dana,"$8,143",13%,$427,284.70%,"$5,918","$2,545",20,"30,900",20,View More details about Dana
374,Expeditors Intl. of Washington,"$8,138.4",17.60%,$618.2,26.30%,"$3,314.6","$13,043.9",34,"17,400",34,View More details about Expeditors Intl. of Washington
375,EMCOR Group,"$8,130.6",5.80%,$283.5,24.80%,"$4,088.8","$4,092.3",-7,"33,000",-7,View More details about EMCOR Group
376,Darden Restaurants,"$8,080.1",12.70%,$596,24.40%,"$5,469.6","$15,002.6",20,"180,656",20,View More details about Darden Restaurants
377,SpartanNash,"$8,064.6",-0.80%,$33.6,-,"$1,971.9",$570.6,-26,"11,400",-26,View More details about SpartanNash
378,Assurant,"$8,057.6",25.60%,$251,-51.70%,"$41,089.3","$5,854.3",62,"14,250",62,View More details about Assurant
379,United Rentals,"$8,047",21.20%,"$1,096",-18.60%,"$18,133","$9,002.2",45,"18,500",45,View More details about United Rentals
380,Liberty Media,"$8,040",5.90%,$531,-60.80%,"$40,828","$12,349.5",-3,"4,641",-3,View More details about Liberty Media
381,Erie Insurance Group,"$8,030.7",6.60%,$686.3,-20%,"$21,178.2",-,-3,"5,547",-3,View More details about Erie Insurance Group
382,Auto-Owners Insurance,"$7,999.3",5.20%,$754.5,16.80%,"$24,476.4",-,-7,"5,517",-7,View More details about Auto-Owners Insurance
383,Cheniere Energy,"$7,987",42.60%,$471,-,"$31,987","$17,596.9",106,"1,372",106,View More details about Cheniere Energy
384,Fifth Third Bancorp,"$7,973",3.40%,"$2,193",,"$146,069","$19,447.4",-18,"17,437",-18,View More details about Fifth Third Bancorp
385,Foot Locker,"$7,939",2%,$541,90.50%,"$3,820","$6,841.1",-22,"32,401",-22,View More details about Foot Locker
386,Conagra Brands,"$7,938.3",-14%,$808.4,26.50%,"$10,389.5","$13,471.7",-65,"12,400",-65,View More details about Conagra Brands
387,Zimmer Biomet Holdings,"$7,932.9",1.40%,$-379.2,-120.90%,"$24,126.8","$26,124.8",-26,"19,800",-26,View More details about Zimmer Biomet Holdings
388,Tractor Supply,"$7,911",9%,$532.4,26%,"$3,085.3","$11,839.7",3,"22,000",3,View More details about Tractor Supply
389,Berry Global Group,"$7,869",10.90%,$496,45.90%,"$9,131","$7,024.9",10,"24,000",10,View More details about Berry Global Group
390,Bread Financial Holdings,"$7,791.2",0.90%,$963.1,22.10%,"$30,387.7","$9,273.5",-25,"20,000",-25,View More details about Bread Financial Holdings
391,Hershey,"$7,791.1",3.70%,"$1,177.6",50.40%,"$7,703","$23,944.3",-12,"15,675",-12,View More details about Hershey
392,PPL,"$7,785",4.50%,"$1,827",62%,"$43,396","$22,882.5",-12,"12,444",-12,View More details about PPL
393,Dean Foods,"$7,755.3",-0.50%,$-326.9,-630.80%,"$2,118.5",$277.9,-31,"15,000",-31,View More details about Dean Foods
394,Builders FirstSource,"$7,724.8",9.80%,$205.2,429.10%,"$2,932.3","$1,538.9",6,"15,000",6,View More details about Builders FirstSource
395,Oshkosh,"$7,705.5",12.80%,$471.9,65.20%,"$5,294.2","$5,262.6",19,"15,000",19,View More details about Oshkosh
396,EnLink Midstream,"$7,699",34.10%,$-13.2,-106.20%,"$10,694.1","$6,219.2",-,"1,449",-,View More details about EnLink Midstream
397,W.R. Berkley,"$7,691.7",0.10%,$640.7,16.70%,"$24,896","$10,337",-28,"7,448",-28,View More details about W.R. Berkley
398,WEC Energy Group,"$7,679.5",0.40%,"$1,059.3",-12%,"$33,475.8","$24,945.8",-26,"7,878",-26,View More details about WEC Energy Group
399,JetBlue Airways,"$7,658",9.20%,$188,-83.60%,"$10,426","$5,014.9",3,"18,268",3,View More details about JetBlue Airways
400,UGI,"$7,651.2",25%,$718.7,64.60%,"$11,980.9","$9,634.4",57,"13,000",57,View More details about UGI
401,Gold.com,"$7,606.2",8.80%,$-3.4,-147.90%,$743,$83.7,3,184,3,View More details about Gold.com
402,Fidelity National Financial,"$7,594",-22.30%,$628,-18.50%,"$9,301","$10,063.4",-100,"23,436",-100,View More details about Fidelity National Financial
403,Constellation Brands,"$7,585",3.50%,"$2,318.9",51.10%,"$20,538.7","$33,209.6",-17,"9,600",-17,View More details about Constellation Brands
404,Quest Diagnostics,"$7,531",-2.30%,$736,-4.70%,"$11,003","$12,072.8",-37,"46,000",-37,View More details about Quest Diagnostics
405,Activision Blizzard,"$7,500",6.90%,"$1,813",564.10%,"$17,835","$34,777.4",-4,"9,900",-4,View More details about Activision Blizzard
406,Weyerhaeuser,"$7,476",3.90%,$748,28.50%,"$17,249","$19,663.4",-12,"9,300",-12,View More details about Weyerhaeuser
407,Raymond James Financial,"$7,475.8",14.60%,$856.7,34.70%,"$37,412.9","$11,340.9",24,"13,900",24,View More details about Raymond James Financial
408,Casey's General Stores,"$7,472.1",12.50%,$317.9,79.10%,"$3,469.9","$4,716.9",17,"27,561",17,View More details about Casey's General Stores
409,Keurig Dr Pepper,"$7,442",11.20%,$586,-45.50%,"$48,918","$39,328.1",9,"25,500",9,View More details about Keurig Dr Pepper
410,American Tower,"$7,440.1",11.60%,"$1,236.4",-0.20%,"$33,010.4","$86,930",9,"5,026",9,View More details about American Tower
411,APA,"$7,424",15.60%,$40,-96.90%,"$21,582","$13,011.6",27,"3,420",27,View More details about APA
412,Dover,"$7,395.8",-5.60%,$570.3,-29.70%,"$8,365.8","$13,621",-52,"24,000",-52,View More details about Dover
413,KeyCorp,"$7,393",7.60%,"$1,866",44%,"$139,613","$15,888.4",-1,"18,180",-1,View More details about KeyCorp
414,J.M. Smucker,"$7,357.1",-0.50%,"$1,338.6",126%,"$15,301.2","$13,251.5",-31,"7,000",-31,View More details about J.M. Smucker
415,Citizens Financial Group,"$7,354",13.90%,"$1,721",4.20%,"$160,518","$14,962.7",20,"18,140",20,View More details about Citizens Financial Group
416,Motorola Solutions,"$7,343",15.10%,$966,-,"$9,409","$23,089.5",27,"16,000",27,View More details about Motorola Solutions
417,Magellan Health,"$7,314.2",25.30%,$24.2,-78.10%,"$2,979.1","$1,577.2",58,"10,500",58,View More details about Magellan Health
418,Dauch,"$7,270.4",16%,$-57.5,-117.10%,"$7,510.7","$1,599",31,"25,000",31,View More details about Dauch
419,Newmont,"$7,253",-1.30%,$341,-,"$20,715","$19,053.6",-34,"12,442",-34,View More details about Newmont
420,Spirit AeroSystems Holdings,"$7,222",3.40%,$617,73.90%,"$5,685.9","$9,672.1",-15,"17,000",-15,View More details about Spirit AeroSystems Holdings
421,Western & Southern Financial Group,"$7,205",23.50%,$495,59.40%,"$50,635.5",-,55,"2,769",55,View More details about Western & Southern Financial Group
422,Fortive,"$7,203.2",8.20%,"$2,913.8",179%,"$12,905.6","$28,072.2",-2,"24,000",-2,View More details about Fortive
