rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
422,Spectrum Brands Holdings,"$6,650",3.90%,$106,-,"$35,849.7","$3,328.4",-4,"17,113",-4,View More details about Spectrum Brands Holdings
423,Mahwah Bergen Retail Group,"$6,649.8",-4.90%,"$-1,067.3",-,"$3,871.5",$394.4,-39,"40,000",-39,View More details about Mahwah Bergen Retail Group
424,United Rentals,"$6,641",15.30%,"$1,346",137.80%,"$15,030","$14,537.2",28,"14,800",28,View More details about United Rentals
425,Casey's General Stores,"$6,640.6",5.30%,$177.5,-21.50%,"$3,020.1","$4,120.3",-2,"25,463",-2,View More details about Casey's General Stores
426,Graybar Electric,"$6,631.2",3.90%,$71.6,-23.10%,"$2,261.4",-,-6,"8,500",-6,View More details about Graybar Electric
427,Avery Dennison,"$6,613.8",8.70%,$281.8,-12.10%,"$5,136.9","$9,360.8",3,"30,000",3,View More details about Avery Dennison
428,MasTec,"$6,607",28.70%,$347.2,164.50%,"$4,066.6","$3,873.8",74,"17,300",-,View More details about MasTec
429,CMS Energy,"$6,583",2.90%,$460,-16.50%,"$23,050","$12,793.1",-10,"7,887",-10,View More details about CMS Energy
430,HD Supply Holdings,"$6,534",-13.20%,$970,394.90%,"$4,318","$7,040.4",-66,"11,000",-66,View More details about HD Supply Holdings
431,Raymond James Financial,"$6,524.9",18.20%,$636.2,20.20%,"$34,883.5","$13,019.4",38,"12,700",38,View More details about Raymond James Financial
432,NCR Voyix,"$6,516",-0.40%,$232,-14.10%,"$7,654","$3,737.4",-23,"34,000",-23,View More details about NCR Voyix
433,Hanesbrands,"$6,478.3",6.90%,$61.9,-88.50%,"$6,894.8","$6,637.7",-1,"67,200",-1,View More details about Hanesbrands
434,Asbury Automotive Group,"$6,456.5",-1.10%,$139.1,-16.80%,"$2,356.7","$1,411.6",-24,"8,000",-24,View More details about Asbury Automotive Group
435,Citizens Financial Group,"$6,454",12%,"$1,652",58.10%,"$152,336","$20,474.4",16,"17,594",16,View More details about Citizens Financial Group
436,Packaging Corp. of America,"$6,444.9",11.50%,$668.6,48.70%,"$6,197.5","$10,633.2",14,"14,600",14,View More details about Packaging Corp. of America
437,Alleghany,"$6,424.7",4.80%,$90.1,-80.30%,"$25,384.3","$9,460.3",-9,"4,402",-9,View More details about Alleghany
438,APA,"$6,423",20%,"$1,304",-,"$21,922","$14,678.1",50,"3,356",50,View More details about APA
439,Dillard's,"$6,422.7",0.10%,$221.3,30.80%,"$3,673.2","$2,288.5",-22,"31,400",-22,View More details about Dillard's
440,Assurant,"$6,415",-14.80%,$519.6,-8.10%,"$31,843","$4,802.9",-79,"14,175",-79,View More details about Assurant
441,Franklin Resources,"$6,392.2",-3.40%,"$1,696.7",-1.70%,"$17,534","$19,133.1",-36,"9,386",-36,View More details about Franklin Resources
442,Owens Corning,"$6,384",12.50%,$289,-26.50%,"$8,632","$8,981.8",16,"17,000",16,View More details about Owens Corning
443,Motorola Solutions,"$6,380",5.70%,$-155,-127.70%,"$8,208","$17,026.5",-10,"15,000",-10,View More details about Motorola Solutions
444,NVR,"$6,322.3",8.40%,$537.5,26.40%,"$2,989.3","$10,261.9",2,"5,200",2,View More details about NVR
445,Rockwell Automation,"$6,311.3",7.30%,$825.7,13.20%,"$7,161.7","$22,260.1",-3,"22,000",-3,View More details about Rockwell Automation
446,TreeHouse Foods,"$6,307.1",2.10%,$-286.2,-,"$5,779.3","$2,158.7",-19,"13,489",-19,View More details about TreeHouse Foods
447,Wynn Resorts,"$6,306.4",41.20%,$747.2,208.80%,"$12,681.7","$19,778.2",101,"25,200",-,View More details about Wynn Resorts
448,Olin,"$6,268.4",12.90%,$549.5,-,"$9,218.3","$5,081",19,"6,400",19,View More details about Olin
449,Dauch,"$6,266",58.70%,$337.1,40%,"$7,882.8","$1,699.4",144,"25,000",-,View More details about Dauch
450,Old Republic International,"$6,263.1",6.10%,$560.5,20%,"$19,403.5","$5,777.5",-11,"8,700",-11,View More details about Old Republic International
451,Chemours,"$6,183",14.50%,$746,10557.10%,"$7,293","$8,840.2",31,"7,000",31,View More details about Chemours
452,iHeartMedia,"$6,178.2",-1.50%,$-704.4,-,"$12,257.3",$39.4,-26,"18,700",-26,View More details about iHeartMedia
453,Ameren,"$6,177",1.70%,$523,-19.90%,"$25,945","$13,740.4",-22,"8,615",-22,View More details about Ameren
454,Arthur J. Gallagher,"$6,159.6",10.10%,$463.1,11.80%,"$12,897.4","$12,512",8,"26,783",8,View More details about Arthur J. Gallagher
455,Celanese,"$6,140",13.90%,$843,-6.30%,"$9,538","$13,610.8",29,"7,592",29,View More details about Celanese
456,Sealed Air,"$6,130.6",-9.60%,$814.9,67.50%,"$5,280.3","$7,162",-59,"15,000",-59,View More details about Sealed Air
457,UGI,"$6,120.7",7.70%,$436.6,19.70%,"$11,582.2","$7,685.3",-,"13,000",-,View More details about UGI
458,Anywhere Real Estate,"$6,114",5.20%,$431,102.30%,"$7,337","$3,568.4",-10,"11,800",-10,View More details about Anywhere Real Estate
459,Burlington Stores,"$6,110",9.30%,$384.9,78.30%,"$2,812.8","$9,018.1",4,"40,000",4,View More details about Burlington Stores
460,Regions Financial,"$6,093",2.10%,"$1,263",8.60%,"$124,294","$20,860.6",-24,"21,714",-24,View More details about Regions Financial
461,AK Steel Holding,"$6,080.5",3.40%,$6.2,-,"$4,296.1","$1,428.2",-20,"9,200",-20,View More details about AK Steel Holding
462,Securian Financial Group,"$6,066.5",27%,$418.9,68.70%,"$51,232.4",-,70,"5,000",-,View More details about Securian Financial Group
463,S&P Global,"$6,063",7.10%,"$1,496",-29%,"$9,425","$47,642.5",-4,"20,400",-4,View More details about S&P Global
464,Markel Group,"$6,061.7",8%,$395.3,-13.30%,"$32,805","$16,264.1",-4,"15,600",-4,View More details about Markel Group
465,TravelCenters of America,"$6,051.6",9.80%,$9.3,-,"$1,617.9",$143.9,5,"19,611",5,View More details about TravelCenters of America
466,Conduent,"$6,022",-,$181,-,"$7,548","$3,923.1",-,"90,000",-,View More details about Conduent
467,M&T Bank,"$6,018.9",5.20%,"$1,408.3",7.10%,"$118,593.5","$27,379.2",-12,"16,354",-12,View More details about M&T Bank
468,Clorox,"$5,973",3.70%,$701,8.20%,"$4,573","$17,225",-15,"8,100",-15,View More details about Clorox
469,AmTrust Financial Services,"$5,958.9",9.30%,$-348.9,-184.90%,"$25,218.6","$2,415.9",6,"9,300",6,View More details about AmTrust Financial Services
470,KKR,"$5,930",71.40%,"$1,018.3",229.20%,"$45,834.7","$9,882",186,"1,184",-,View More details about KKR
471,Ulta Beauty,"$5,884.5",21.20%,$555.2,35.50%,"$2,908.7","$12,458.9",53,"24,200",-,View More details about Ulta Beauty
472,Yum Brands,"$5,878",-7.70%,"$1,340",-17.20%,"$5,311","$28,306.8",-50,"60,000",-50,View More details about Yum Brands
473,Regeneron Pharmaceuticals,"$5,872.2",20.80%,"$1,198.5",33.80%,"$8,764.3","$37,086.5",50,"6,200",-,View More details about Regeneron Pharmaceuticals
474,Windstream Holdings II,"$5,852.9",8.60%,"$-2,116.6",-,"$11,084.3",$288.5,11,"12,979",11,View More details about Windstream Holdings II
475,Magellan Health,"$5,838.6",20.70%,$110.2,41.50%,"$2,957.2","$2,605.1",51,"10,700",-,View More details about Magellan Health
476,Western & Southern Financial Group,"$5,836.3",8.10%,$310.4,28.70%,"$46,395.1",-,7,"2,226",7,View More details about Western & Southern Financial Group
477,Intercontinental Exchange,"$5,834",-2.10%,"$2,514",76.80%,"$78,264","$42,132.4",-40,"4,952",-40,View More details about Intercontinental Exchange
478,Ingredion,"$5,832",2.30%,$519,7%,"$6,080","$9,312.6",-22,"11,000",-22,View More details about Ingredion
479,Travel + Leisure,"$5,821",4%,$871,42.60%,"$10,403","$11,411.4",-18,"39,200",-18,View More details about Travel + Leisure
480,Toll Brothers,"$5,815.1",12.50%,$535.5,40.10%,"$9,445.2","$6,566.3",17,"4,500",17,View More details about Toll Brothers
481,Seaboard,"$5,809",8%,$247,-20.80%,"$5,161","$4,992.4",5,"11,800",5,View More details about Seaboard
482,Booz Allen Hamilton Holding,"$5,804.3",7.40%,$252.5,-14.10%,"$3,373.1","$5,616.8",-1,"23,300",-1,View More details about Booz Allen Hamilton Holding
483,First American Financial,"$5,772.4",3.50%,$423,23.30%,"$9,573.2","$6,511.1",-19,"18,705",-19,View More details about First American Financial
484,Cincinnati Financial,"$5,732.4",5.20%,"$1,045",76.90%,"$21,843.1","$12,185.3",-8,"4,925",-8,View More details about Cincinnati Financial
485,Avon Products,"$5,715.6",-2.30%,$22,-,"$3,697.9","$1,250.7",-41,"25,000",-41,View More details about Avon Products
486,Northern Trust,"$5,715.5",11.10%,"$1,199",16.10%,"$138,590.5","$23,264.3",15,"18,100",-,View More details about Northern Trust
487,Fiserv,"$5,696",3.50%,"$1,246",34%,"$10,289","$29,466.4",-16,"24,000",-16,View More details about Fiserv
488,Harley-Davidson,"$5,647.2",-5.80%,$521.8,-24.60%,"$9,972.7","$7,198",-53,"5,800",-53,View More details about Harley-Davidson
489,Cheniere Energy,"$5,601",336.50%,$-393,-,"$27,906","$12,702.8",-,"1,230",-,View More details about Cheniere Energy
490,Patterson,"$5,593.1",0.70%,$170.9,-8.70%,"$3,507.9","$2,103.7",-24,"7,500",-24,View More details about Patterson
491,Peabody Energy,"$5,578.8",18.30%,-,-,"$8,181.2","$4,648.8",42,"7,100",-,View More details about Peabody Energy
492,ON Semiconductor,"$5,543.1",41.90%,$810.7,345.20%,"$7,195.1","$10,406.3",106,"34,000",-,View More details about ON Semiconductor
493,Simon Property Group,"$5,538.6",1.90%,"$1,948",5.90%,"$32,257.6","$47,861",-16,"4,150",-16,View More details about Simon Property Group
494,Western Union,"$5,524.3",1.90%,$-557.1,-320%,"$9,231.4","$8,857.4",-16,"11,500",-16,View More details about Western Union
495,NetApp,"$5,519",-0.50%,$509,122.30%,"$9,493","$16,528.2",-27,"10,100",-27,View More details about NetApp
496,Polaris,"$5,504.8",19.80%,$172.5,-19%,"$3,089.6","$7,223.7",41,"11,000",-,View More details about Polaris
497,Pioneer Natural Resources,"$5,455",42.70%,$833,-,"$17,003","$29,254.3",109,"3,836",-,View More details about Pioneer Natural Resources
498,ABM Industries,"$5,453.6",6%,$3.8,-93.40%,"$3,812.6","$2,199.6",2,"140,000",2,View More details about ABM Industries
499,Vistra,"$5,430",5.20%,$-254,-,"$14,600","$8,924.6",-,"4,150",-,View More details about Vistra
500,Cintas,"$5,428.9",10.70%,$480.7,-30.70%,"$6,844.1","$18,164.9",20,"42,000",-,View More details about Cintas
501,Hess,"$5,405",11.60%,"$-4,074",-,"$23,112","$15,948",24,"2,075",-,View More details about Hess
502,Host Hotels & Resorts,"$5,387",-1.80%,$564,-26%,"$11,693","$13,821.8",-30,205,-,View More details about Host Hotels & Resorts
