rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
213,DuPont,"$17,160",-15.90%,"$6,467",-,"$45,707","$37,739.7",-69,"28,000",-69,View More details about DuPont
214,Stryker,"$17,108",19.20%,"$1,994",24.70%,"$34,631","$100,978.1",-2,"46,000",-2,View More details about Stryker
215,NextEra Energy,"$17,069",-5.20%,"$3,573",22.40%,"$140,912","$166,264.1",-49,"15,000",-49,View More details about NextEra Energy
216,Targa Resources,"$16,949.8",105.20%,$71.2,-,"$15,208.2","$17,243.8",148,"2,430",148,View More details about Targa Resources
217,Western Digital,"$16,922",1.10%,$821,-,"$26,132","$15,536.4",-35,"65,600",-35,View More details about Western Digital
218,PPG Industries,"$16,802",21.50%,"$1,439",35.90%,"$21,351","$30,951.9",2,"49,300",2,View More details about PPG Industries
219,American Electric Power,"$16,792",12.60%,"$2,488.1",13.10%,"$87,668.7","$50,338.6",-15,"16,688",-15,View More details about American Electric Power
220,Gap,"$16,670",20.80%,$256,-,"$12,761","$5,206.6",1,"97,000",1,View More details about Gap
221,BJ's Wholesale Club,"$16,667.3",8%,$426.7,1.30%,"$5,668.9","$9,146.9",-23,"34,000",-23,View More details about BJ's Wholesale Club
222,Reinsurance Group of America,"$16,658",14.10%,$617,48.70%,"$92,175","$7,354.6",-15,"3,500",-15,View More details about Reinsurance Group of America
223,Kinder Morgan,"$16,610",42%,"$1,784",1399.20%,"$70,416","$42,878.1",39,"10,529",39,View More details about Kinder Morgan
224,Oneok,"$16,540.3",93.60%,"$1,499.7",144.70%,"$23,621.6","$31,516",127,"2,847",127,View More details about Oneok
225,Expeditors Intl. of Washington,"$16,523.5",72.40%,"$1,415.5",103.30%,"$7,609.9","$17,268.8",74,"19,070",74,View More details about Expeditors Intl. of Washington
226,Advanced Micro Devices,"$16,434",68.30%,"$3,162",27%,"$12,419","$177,936.1",83,"15,500",83,View More details about Advanced Micro Devices
227,Fiserv,"$16,226",9.30%,"$1,334",39.20%,"$76,249","$66,132.8",-22,"44,000",-22,View More details about Fiserv
228,Estée Lauder,"$16,215",13.40%,"$2,870",319.60%,"$21,971","$97,672.1",-15,"53,320",-15,View More details about Estée Lauder
229,Bank of New York (BNY),"$16,158",-4.60%,"$3,759",3.90%,"$444,438","$40,056.7",-49,"49,100",-49,View More details about Bank of New York (BNY)
230,Labcorp Holdings,"$16,120.9",15.30%,"$2,377.3",52.80%,"$20,385.4","$24,625.8",-12,"71,725",-12,View More details about Labcorp Holdings
231,Regeneron Pharmaceuticals,"$16,071.7",89.10%,"$8,075.3",129.90%,"$25,434.8","$75,806",123,"10,368",123,View More details about Regeneron Pharmaceuticals
232,Land O'Lakes,"$15,916.4",14.10%,$287.4,8.50%,"$9,560",-,-13,"9,000",-13,View More details about Land O'Lakes
233,Cheniere Energy,"$15,864",69.50%,"$-2,343",-,"$39,258","$35,272.3",95,"1,550",95,View More details about Cheniere Energy
234,Southwest Airlines,"$15,790",74.50%,$977,-,"$36,320","$27,129.3",102,"55,093",102,View More details about Southwest Airlines
235,Adobe,"$15,785",22.70%,"$4,822",-8.30%,"$27,241","$215,280.5",-1,"25,988",-1,View More details about Adobe
236,Synchrony,"$15,752",-4.40%,"$4,221",204.80%,"$95,748","$18,145.5",-49,"18,000",-49,View More details about Synchrony
237,Corteva,"$15,655",10.10%,"$1,759",158.30%,"$42,344","$41,774.9",-23,"21,000",-23,View More details about Corteva
238,Fidelity National Financial,"$15,643",45.10%,"$2,422",69.70%,"$60,690","$13,849.6",50,"28,290",50,View More details about Fidelity National Financial
239,DTE Energy,"$15,369",26.20%,$907,-33.70%,"$39,719","$25,614.6",11,"10,300",11,View More details about DTE Energy
240,Murphy USA,"$15,318.8",61.20%,$396.9,2.80%,"$4,048.2","$4,888.6",82,"10,430",82,View More details about Murphy USA
241,Halliburton,"$15,295",5.90%,"$1,457",-,"$22,321","$34,028.9",-30,"40,000",-30,View More details about Halliburton
242,Automatic Data Processing,"$15,005.4",2.80%,"$2,598.5",5.40%,"$48,772.5","$95,577.1",-34,"56,000",-34,View More details about Automatic Data Processing
243,Edison International,"$14,905",9.80%,$759,2.70%,"$74,745","$26,693.8",-17,"13,003",-17,View More details about Edison International
244,BorgWarner,"$14,838",46%,$537,7.40%,"$16,575","$9,335",51,"49,300",51,View More details about BorgWarner
245,Nordstrom,"$14,789",38%,$178,-,"$8,869","$4,321.3",44,"72,000",44,View More details about Nordstrom
246,Loews,"$14,657",16.50%,"$1,578",-,"$81,626","$15,971.3",-7,"10,340",-7,View More details about Loews
247,Guardian Life Ins. Co. of America,"$14,647.8",8%,$288.8,1128.50%,"$90,419.7",-,-20,"9,150",-20,View More details about Guardian Life Ins. Co. of America
248,Pioneer Natural Resources,"$14,643",119%,"$2,118",-,"$36,811","$60,728.3",180,"1,932",180,View More details about Pioneer Natural Resources
249,AutoZone,"$14,629.6",15.80%,"$2,170.3",25.20%,"$14,516.2","$40,582.6",-11,"85,050",-11,View More details about AutoZone
250,Lam Research,"$14,626.2",45.60%,"$3,908.5",73.60%,"$15,892.2","$74,996.7",54,"14,100",54,View More details about Lam Research
251,American Family Insurance Group,"$14,611.9",11.80%,$734.5,82.20%,"$36,316.4",-,-19,"13,590",-19,View More details about American Family Insurance Group
252,Illinois Tool Works,"$14,455",15%,"$2,694",27.70%,"$16,077","$65,311.9",-12,"45,000",-12,View More details about Illinois Tool Works
253,Parker-Hannifin,"$14,347.6",4.80%,"$1,746.1",44.70%,"$20,341.2","$36,456.8",-30,"54,640",-30,View More details about Parker-Hannifin
254,Otis Worldwide,"$14,298",12.10%,"$1,246",37.50%,"$12,279","$32,700.9",-18,"70,000",-18,View More details about Otis Worldwide
255,Omnicom Group,"$14,289.4",8.50%,"$1,407.8",48.90%,"$28,421.8","$17,565.7",-26,"71,700",-26,View More details about Omnicom Group
256,Principal Financial,"$14,262.7",-3.20%,"$1,710.6",22.60%,"$304,657.2","$19,176.7",-50,"18,600",-50,View More details about Principal Financial
257,Dominion Energy,"$14,218",-11.80%,"$3,288",-,"$99,590","$68,883",-64,"17,100",-64,View More details about Dominion Energy
258,Kellanova,"$14,181",3%,"$1,488",18.90%,"$18,178","$21,890.2",-36,"31,000",-36,View More details about Kellanova
259,Fluor,"$14,156.8",-10.90%,$-440.2,-,"$7,279.6","$4,051.7",-63,"40,582",-63,View More details about Fluor
260,AECOM,"$14,112.4",-13.90%,$173.2,-,"$11,734","$10,856.5",-71,"51,000",-71,View More details about AECOM
261,Reliance,"$14,093.3",59.90%,"$1,413",282.80%,"$9,536","$11,313.5",82,"13,950",82,View More details about Reliance
262,Jacobs Solutions,"$14,092.6",3.80%,$477,-3%,"$14,632.6","$17,807.4",-37,"53,500",-37,View More details about Jacobs Solutions
263,Corning,"$14,082",24.60%,"$1,906",272.30%,"$30,154","$31,212.8",14,"61,200",14,View More details about Corning
264,Farmers Insurance Exchange,"$14,055",18.40%,$-366.8,-,"$21,740.7",-,-8,"11,787",-8,View More details about Farmers Insurance Exchange
265,QVC Group,"$14,044",-0.90%,$340,-71.80%,"$16,249","$1,807.4",-49,"26,745",-49,View More details about QVC Group
266,Pacific Life,"$13,936",38.50%,"$1,102",-,"$209,486",-,37,"3,861",37,View More details about Pacific Life
267,PulteGroup,"$13,926.9",26.20%,"$1,946.3",38.30%,"$13,352.6","$10,115.7",17,"6,182",17,View More details about PulteGroup
268,Fidelity National Information (FIS),"$13,877",10.60%,$417,163.90%,"$82,931","$61,215.1",-27,"65,000",-27,View More details about Fidelity National Information (FIS)
269,IQVIA Holdings,"$13,874",22.10%,$966,246.20%,"$24,689","$44,140.8",6,"79,000",6,View More details about IQVIA Holdings
270,Marriott International,"$13,857",31.10%,"$1,099",-,"$25,553","$57,514.9",23,"120,000",23,View More details about Marriott International
271,Berry Global Group,"$13,850",18.30%,$733,31.10%,"$17,882","$7,832.4",-10,"47,000",-10,View More details about Berry Global Group
272,Ball,"$13,811",17.20%,$878,50.10%,"$19,714","$28,909.1",-12,"24,300",-12,View More details about Ball
273,Group 1 Automotive,"$13,801.7",27.20%,$552.1,92.70%,"$5,749.4","$2,859.9",13,"13,711",13,View More details about Group 1 Automotive
274,Leidos Holdings,"$13,737",11.70%,$753,19.90%,"$13,261","$14,727.7",-26,"43,000",-26,View More details about Leidos Holdings
275,Wayfair,"$13,708",-3.10%,$-131,-170.80%,"$4,570","$11,641.6",-58,"16,681",-58,View More details about Wayfair
276,Consolidated Edison,"$13,676",11.70%,"$1,346",22.30%,"$63,116","$33,525.3",-27,"13,871",-27,View More details about Consolidated Edison
277,Ameriprise Financial,"$13,443",12.40%,"$2,760",79.90%,"$175,979","$33,213",-24,"12,000",-24,View More details about Ameriprise Financial
278,Xcel Energy,"$13,431",16.50%,"$1,597",8.40%,"$57,851","$39,275.9",-6,"11,321",-6,View More details about Xcel Energy
279,O'Reilly Automotive,"$13,327.6",14.80%,"$2,164.7",23.50%,"$11,718.7","$45,410.4",-11,"76,158",-11,View More details about O'Reilly Automotive
280,Global Partners,"$13,248.3",59.20%,$60.8,-40.50%,"$2,831.2",$927.1,81,"2,960",81,View More details about Global Partners
281,Discover,"$13,221",2.10%,"$5,449",377.60%,"$110,242","$31,076.7",-48,"16,700",-48,View More details about Discover
282,Rocket Companies,"$13,175.6",-17.60%,$308.2,55.70%,"$32,774.9","$21,905.9",-88,"26,000",-88,View More details about Rocket Companies
283,LKQ,"$13,088.5",12.60%,"$1,090.9",70.90%,"$12,606.2","$12,941.4",-17,"46,000",-17,View More details about LKQ
284,W.W. Grainger,"$13,022",10.40%,"$1,043",50.10%,"$6,592","$26,358",-26,"23,450",-26,View More details about W.W. Grainger
285,Quanta Services,"$12,980.2",15.90%,$486,9.10%,"$12,855.2","$18,779.5",-7,"43,700",-7,View More details about Quanta Services
286,Crown Holdings,"$12,979",12.10%,$-560,-196.70%,"$13,858","$15,460.6",-17,"26,000",-17,View More details about Crown Holdings
287,Fox,"$12,909",4.90%,"$2,150",115.20%,"$22,926","$21,423.2",-40,"9,000",-40,View More details about Fox
288,Sempra,"$12,857",7.70%,"$1,317",-66.50%,"$72,045","$53,087.6",-33,"15,390",-33,View More details about Sempra
289,Markel Group,"$12,846.4",32%,"$2,425",197.20%,"$48,448.9","$20,037.5",22,"20,300",22,View More details about Markel Group
290,Carvana,"$12,814",129.40%,$-135,-,"$7,015","$19,549.5",193,"21,000",193,View More details about Carvana
291,XPO,"$12,806",-21.20%,$336,205.50%,"$8,707","$8,356.9",-101,"44,700",-101,View More details about XPO
292,Baxter International,"$12,784",9.50%,"$1,284",16.50%,"$33,521","$39,017.9",-28,"60,000",-28,View More details about Baxter International
293,Ecolab,"$12,733.1",-0.10%,"$1,129.9",-,"$21,206.4","$50,548.4",-56,"47,000",-56,View More details about Ecolab
294,Tractor Supply,"$12,731.1",19.90%,$997.1,33.10%,"$7,767.5","$26,171.6",-3,"34,000",-3,View More details about Tractor Supply
295,Andersons,"$12,728.8",55.10%,$104,1248.70%,"$4,569.2","$1,708.2",71,"2,334",71,View More details about Andersons
296,Keurig Dr Pepper,"$12,683",9.20%,"$2,146",62%,"$50,598","$53,748.2",-29,"27,500",-29,View More details about Keurig Dr Pepper
297,Universal Health Services,"$12,642.1",9.40%,$991.6,5%,"$13,093.5","$10,843.1",-27,"78,850",-27,View More details about Universal Health Services
298,CSX,"$12,522",18.30%,"$3,781",36.70%,"$40,531","$81,587.8",-6,"20,919",-6,View More details about CSX
299,Henry Schein,"$12,401",22.60%,$631.2,56.30%,"$8,481.1","$11,960.1",-1,"21,600",-1,View More details about Henry Schein
300,Sonic Automotive,"$12,396.4",26.90%,$348.9,-,"$4,975.1","$1,728.8",8,"10,200",8,View More details about Sonic Automotive
301,Ebay,"$12,394",9.20%,"$13,608",140.10%,"$26,626","$33,641.9",-25,"10,800",-25,View More details about Ebay
302,Textron,"$12,382",6.30%,$746,141.40%,"$15,827","$16,090.6",-37,"33,000",-37,View More details about Textron
303,Jones Financial (Edward Jones),"$12,373",21.70%,"$1,605",24.90%,"$32,208",-,-8,"50,000",-8,View More details about Jones Financial (Edward Jones)
304,Community Health Systems,"$12,368",4.90%,$230,-55%,"$15,217","$1,598.6",-45,"58,500",-45,View More details about Community Health Systems
305,Mosaic,"$12,357.4",42.30%,"$1,630.6",144.80%,"$22,036.4","$24,492.6",41,"12,525",41,View More details about Mosaic
306,Thor Industries,"$12,317.4",50.80%,$659.9,195.90%,"$6,654.1","$4,330.9",62,"31,000",62,View More details about Thor Industries
307,Dick's Sporting Goods,"$12,293.4",28.30%,"$1,519.9",186.60%,"$9,041.7","$7,986.6",13,"34,300",13,View More details about Dick's Sporting Goods
308,Newmont,"$12,222",6.30%,"$1,166",-58.80%,"$40,564","$62,968.1",-35,"14,400",-35,View More details about Newmont
309,Devon Energy,"$12,206",139.80%,"$2,813",-,"$21,025","$39,274.1",211,"1,600",-,View More details about Devon Energy
310,Warner Bros. Discovery,"$12,191",14.20%,"$1,006",-17.50%,"$34,427","$12,700.5",-20,"11,000",-20,View More details about Warner Bros. Discovery
311,J.B. Hunt Transport Services,"$12,168.3",26.30%,$760.8,50.30%,"$6,794.3","$21,052.9",4,"33,045",4,View More details about J.B. Hunt Transport Services
312,Alcoa,"$12,152",30.90%,$429,-,"$15,025","$16,603.4",18,"12,200",18,View More details about Alcoa
313,Peter Kiewit Sons',"$12,149",-2.50%,$753,-8.80%,"$6,238",-,-70,"28,800",-70,View More details about Peter Kiewit Sons'
314,Aramark,"$12,096",-5.70%,$-90.8,-,"$14,376.2","$9,655.5",-79,"248,300",-79,View More details about Aramark
315,Vistra,"$12,077",5.50%,"$-1,274",-300.30%,"$29,683","$10,434.7",-41,"5,060",-41,View More details about Vistra
316,State Street,"$12,030",-0.40%,"$2,693",11.30%,"$314,624","$31,891.8",-64,"38,784",-64,View More details about State Street
317,Unum Group,"$12,013.8",-8.70%,$824.2,3.90%,"$70,115.6","$6,382.8",-87,"10,200",-87,View More details about Unum Group
318,Alleghany,"$12,004.1",34.90%,"$1,034.9",917.10%,"$32,268.7","$11,396.1",21,"13,313",21,View More details about Alleghany
319,Boston Scientific,"$11,888",19.90%,"$1,041",-,"$32,229","$63,310.2",-14,"41,000",-14,View More details about Boston Scientific
320,Westlake,"$11,778",57%,"$2,015",510.60%,"$18,459","$15,785.4",68,"14,550",68,View More details about Westlake
321,Entergy,"$11,742.9",16.10%,"$1,118.5",-19.40%,"$59,454.2","$23,760.4",-21,"12,369",-21,View More details about Entergy
322,International Flavors & Fragrances,"$11,656",129.30%,$270,-25.70%,"$39,658","$33,455.6",200,"24,000",-,View More details about International Flavors & Fragrances
323,DaVita,"$11,618.8",0.60%,$978.5,26.50%,"$17,121.5","$10,892.5",-52,"69,000",-52,View More details about DaVita
324,Mutual of Omaha,"$11,459.3",3.30%,$579,-17.10%,"$49,852.7",-,-42,"5,739",-42,View More details about Mutual of Omaha
325,Assurant,"$11,410",13%,"$1,372.4",210.60%,"$33,911.5","$10,493.1",-23,"15,600",-23,View More details about Assurant
326,Liberty Media,"$11,400",21.80%,$398,-,"$44,351","$15,239.1",-,"6,886",-,View More details about Liberty Media
327,Hormel Foods,"$11,386.2",18.50%,$908.8,0.10%,"$12,696.3","$28,089.2",-10,"20,000",-10,View More details about Hormel Foods
328,Icahn Enterprises,"$11,328",85%,$-518,-,"$27,746","$15,237.1",125,"19,536",125,View More details about Icahn Enterprises
329,Republic Services,"$11,295",11.20%,"$1,290.4",33.40%,"$24,955","$41,841.7",-32,"35,000",-32,View More details about Republic Services
330,Mohawk Industries,"$11,200.6",17.30%,"$1,033.2",100.40%,"$14,224.5","$8,081.8",-9,"43,000",-9,View More details about Mohawk Industries
331,Conagra Brands,"$11,184.7",1.20%,"$1,298.8",54.60%,"$22,195.6","$16,103.5",-48,"18,600",-48,View More details about Conagra Brands
332,Norfolk Southern,"$11,142",13.80%,"$3,005",49.30%,"$38,493","$68,389.3",-25,"18,100",-25,View More details about Norfolk Southern
333,AES,"$11,141",15.30%,$-409,-989.10%,"$32,963","$17,172.1",-20,"8,450",-20,View More details about AES
334,AGCO,"$11,138.3",21.70%,$897,110%,"$9,182.1","$10,885.3",-3,"23,300",-3,View More details about AGCO
335,Caesars Entertainment,"$11,110",219.80%,"$-1,019",-,"$38,031","$16,564.6",340,"49,000",-,View More details about Caesars Entertainment
336,Equitable Holdings,"$11,036",-11.10%,$-439,-,"$292,262","$12,041.2",-92,"10,000",-92,View More details about Equitable Holdings
337,Advance Auto Parts,"$10,998",8.80%,$616.1,25%,"$12,194.2","$12,644.8",-36,"54,500",-36,View More details about Advance Auto Parts
338,Biogen,"$10,981.7",-18.30%,"$1,556.1",-61.10%,"$23,877.3","$30,950.4",-110,"9,610",-110,View More details about Biogen
339,Auto-Owners Insurance,"$10,980.2",24%,"$1,318.4",59%,"$32,487.1",-,2,"6,441",2,View More details about Auto-Owners Insurance
340,Booking Holdings,"$10,958",61.20%,"$1,165",1874.60%,"$23,641","$96,022.7",84,"20,199",84,View More details about Booking Holdings
341,Amphenol,"$10,876.3",26.50%,"$1,590.8",32.20%,"$14,678.4","$45,130.1",8,"90,000",8,View More details about Amphenol
342,Quest Diagnostics,"$10,788",14.30%,"$1,995",39.40%,"$13,611","$16,348.6",-18,"44,500",-18,View More details about Quest Diagnostics
343,FirstEnergy,"$10,758",3.10%,"$1,283",18.90%,"$45,432","$26,181.6",-49,"12,395",-49,View More details about FirstEnergy
344,DCP Midstream,"$10,707",69.90%,$391,-,"$13,380","$6,993.2",98,"1,788",98,View More details about DCP Midstream
345,Ally Financial,"$10,690",-0.80%,"$3,060",182%,"$182,114","$14,411.6",-58,"10,500",-58,View More details about Ally Financial
346,Delek US Holdings,"$10,648.2",45.80%,$-203.5,-,"$6,728","$1,500.2",51,"3,312",51,View More details about Delek US Holdings
347,Williams,"$10,627",37.70%,"$1,517",619%,"$47,612","$40,670.4",32,"4,783",32,View More details about Williams
348,Newell Brands,"$10,589",12.80%,$572,-,"$14,179","$8,902.4",-23,"32,000",-23,View More details about Newell Brands
349,Eastman Chemical,"$10,476",23.60%,$857,79.30%,"$15,519","$14,450.1",6,"14,000",6,View More details about Eastman Chemical
350,Air Products & Chemicals,"$10,323",16.60%,"$2,099.1",11.30%,"$26,859.2","$55,409.4",-10,"20,750",-10,View More details about Air Products & Chemicals
351,Thrivent Financial,"$10,312.7",26.50%,"$2,530.2",297.20%,"$116,524.8",-,18,"3,256",18,View More details about Thrivent Financial
352,Molson Coors Beverage,"$10,279.7",6.50%,"$1,005.7",-,"$27,619","$11,631.8",-38,"16,300",-38,View More details about Molson Coors Beverage
353,Interpublic Group,"$10,240.7",13%,$952.8,171.40%,"$19,909.2","$13,965.9",-19,"55,600",-19,View More details about Interpublic Group
354,Weyerhaeuser,"$10,201",35.40%,"$2,607",227.10%,"$17,652","$28,315",33,"9,214",33,View More details about Weyerhaeuser
355,Optimum Communications,"$10,090.8",2%,$990.3,127%,"$33,215","$5,674.1",-49,"9,000",-49,View More details about Optimum Communications
356,Raymond James Financial,"$9,910",21.30%,"$1,403",71.50%,"$61,891","$22,817.5",11,"15,000",11,View More details about Raymond James Financial
357,EMCOR Group,"$9,903.6",12.60%,$383.5,188.50%,"$5,441.4","$5,931.8",-13,"34,000",-13,View More details about EMCOR Group
358,Eversource Energy,"$9,863.1",10.80%,"$1,220.5",1.30%,"$48,492.1","$30,403.2",-20,"9,227",-20,View More details about Eversource Energy
359,Yum China Holdings,"$9,853",19.20%,$990,26.30%,"$13,223","$17,679",4,"298,500",4,View More details about Yum China Holdings
360,Asbury Automotive Group,"$9,837.7",37.90%,$532.4,109.30%,"$8,002.6","$3,714.8",45,"14,200",45,View More details about Asbury Automotive Group
361,Accendra Health,"$9,785.3",12.40%,$221.6,641.80%,"$3,536.6","$3,375.6",-16,"17,300",-16,View More details about Accendra Health
362,Public Service Enterprise Group,"$9,722",1.20%,$-648,-134%,"$48,999","$35,145.5",-44,"12,684",-44,View More details about Public Service Enterprise Group
363,United Rentals,"$9,716",13.90%,"$1,386",55.70%,"$20,292","$25,643.3",-11,"20,400",-11,View More details about United Rentals
364,MGM Resorts International,"$9,680.1",87.50%,"$1,254.4",-,"$40,899.1","$18,257.9",153,"60,500",-,View More details about MGM Resorts International
365,Ryder System,"$9,663",14.80%,$519,-,"$13,834.3","$4,055.4",-8,"42,800",-8,View More details about Ryder System
366,Intuit,"$9,633",25.40%,"$2,062",12.90%,"$15,516","$135,987.6",14,"17,350",14,View More details about Intuit
367,Cincinnati Financial,"$9,629.7",27.80%,"$2,945.6",142.20%,"$31,386.7","$21,813.3",19,"5,166",19,View More details about Cincinnati Financial
368,Erie Insurance Group,"$9,619.7",11%,"$1,130.1",-3.70%,"$27,297.3",-,-21,"5,805",-21,View More details about Erie Insurance Group
369,Univar Solutions,"$9,535.5",15.40%,$460.6,770.70%,"$6,777.8","$5,459.8",-7,"9,450",-7,View More details about Univar Solutions
370,Huntington Ingalls Industries,"$9,524",1.70%,$544,-21.80%,"$10,627","$7,991",-43,"44,000",-43,View More details about Huntington Ingalls Industries
371,W.R. Berkley,"$9,455.5",16.70%,"$1,022.5",92.70%,"$32,086.4","$17,658.8",1,"7,681",1,View More details about W.R. Berkley
372,Western & Southern Financial Group,"$9,441.7",17.20%,$361.2,76.70%,"$62,876.7",-,2,"2,538",2,View More details about Western & Southern Financial Group
373,Insight Enterprises,"$9,436.1",13.10%,$219.3,27.10%,"$4,689.1","$3,745.1",-13,"11,624",-13,View More details about Insight Enterprises
374,News Corp.,"$9,358",3.90%,$330,-,"$16,771","$13,127.7",-37,"24,000",-37,View More details about News Corp.
375,American Tower,"$9,356.9",16.40%,"$2,567.7",51.90%,"$69,887.9","$114,527.4",-,"6,378",-,View More details about American Tower
376,Old Republic International,"$9,341.6",30.40%,"$1,534.3",174.70%,"$24,981.8","$7,972.8",25,"9,600",25,View More details about Old Republic International
377,Burlington Stores,"$9,322.3",61.70%,$408.8,-,"$7,089.5","$12,112.8",94,"38,599",94,View More details about Burlington Stores
378,Avis Budget Group,"$9,313",72.40%,"$1,285",-,"$22,600","$14,157",120,"18,500",120,View More details about Avis Budget Group
379,ODP,"$9,267",-4.60%,$-208,-,"$4,865","$2,222.2",-67,"26,000",-67,View More details about ODP
380,VF,"$9,238.8",-21%,$407.9,-40%,"$13,754","$22,112.9",-117,"33,600",-117,View More details about VF
381,Bed Bath & Beyond,"$9,233",-17.30%,$-150.8,-,"$6,456.9","$2,170.5",-101,"37,600",-101,View More details about Bed Bath & Beyond
382,Seaboard,"$9,229",29.50%,$570,101.40%,"$7,503","$4,881.6",24,"13,200",24,View More details about Seaboard
383,First American Financial,"$9,221",30.10%,"$1,241",78.20%,"$16,451","$7,087.2",26,"22,233",26,View More details about First American Financial
384,Intercontinental Exchange,"$9,168",11.20%,"$4,058",94.30%,"$193,502","$74,044.8",-19,"8,858",-19,View More details about Intercontinental Exchange
385,PVH,"$9,154.7",28.40%,$952.3,-,"$12,396.8","$5,210",19,"25,000",19,View More details about PVH
386,Apollo Global Management,"$9,124",332.20%,"$1,838.5",1073.90%,"$30,501.9","$37,194",552,"2,153",-,View More details about Apollo Global Management
387,Jefferies Financial Group,"$9,039.9",30%,"$1,674.4",116%,"$60,404.1","$7,933.9",32,"5,556",32,View More details about Jefferies Financial Group
388,Hershey,"$8,971.3",10.10%,"$1,477.5",15.50%,"$10,412.2","$44,461.5",-18,"17,805",-18,View More details about Hershey
389,NVR,"$8,970.1",18.60%,"$1,236.7",37.20%,"$5,834.5","$15,010.5",-6,"6,600",-6,View More details about NVR
390,Foot Locker,"$8,958",18.70%,$893,176.50%,"$8,135","$2,850",-5,"33,244",-5,View More details about Foot Locker
391,Dana,"$8,945",25.90%,$197,-,"$7,632","$2,544.4",17,"40,200",17,View More details about Dana
392,SpartanNash,"$8,931",-4.50%,$73.8,-2.80%,"$2,206.8","$1,185.1",-63,"13,300",-63,View More details about SpartanNash
393,Olin,"$8,910.6",54.80%,"$1,296.7",-,"$8,517.7","$8,062",79,"7,750",79,View More details about Olin
394,Chewy,"$8,890.8",24.40%,$-73.8,-,"$2,086.3","$17,147.3",9,"21,300",9,View More details about Chewy
395,Jackson Financial,"$8,848",-,"$3,183",-,"$375,484","$3,895.1",-,"3,150",-,View More details about Jackson Financial
396,Activision Blizzard,"$8,803",8.90%,"$2,699",22.80%,"$25,056","$62,559.7",-23,"9,800",-23,View More details about Activision Blizzard
397,Toll Brothers,"$8,790.4",24.20%,$833.6,86.70%,"$11,537.9","$5,515.4",14,"5,100",14,View More details about Toll Brothers
398,Carlyle Group,"$8,782.1",199.30%,"$2,974.7",754.30%,"$21,250.4","$17,427.5",360,"1,850",-,View More details about Carlyle Group
399,Graybar Electric,"$8,767.3",20.70%,$262.4,115.40%,"$3,069",-,-,"8,800",-,View More details about Graybar Electric
400,Ovintiv,"$8,658",42.20%,"$1,416",-,"$14,055","$13,987.5",58,"1,713",58,View More details about Ovintiv
401,UFP Industries,"$8,636.1",67.60%,$535.6,117.10%,"$3,245.3","$4,790.5",117,"15,000",-,View More details about UFP Industries
402,Ulta Beauty,"$8,630.9",40.30%,$985.8,460.70%,"$4,764.4","$20,837.8",49,"28,500",49,View More details about Ulta Beauty
403,Constellation Brands,"$8,614.9",3.30%,"$1,998",-,"$27,104.8","$43,763.5",-44,"9,300",-44,View More details about Constellation Brands
404,Expedia Group,"$8,598",65.40%,$12,-,"$21,548","$30,476.5",111,"14,800",-,View More details about Expedia Group
405,Vistance Networks,"$8,586.7",1.80%,$-462.6,-,"$13,259.5","$1,629.7",-49,"30,000",-49,View More details about Vistance Networks
406,Celanese,"$8,537",51%,"$1,890",-4.80%,"$11,975","$15,434.1",71,"8,529",71,View More details about Celanese
407,Global Payments,"$8,523.8",14.80%,$965.5,65.20%,"$45,279.7","$38,545.6",-13,"25,000",-13,View More details about Global Payments
408,Owens Corning,"$8,498",20.50%,$995,-,"$10,015","$9,064.7",5,"20,000",5,View More details about Owens Corning
409,Campbell's,"$8,476",-6.30%,"$1,002",-38.50%,"$11,734","$13,446.9",-74,"14,100",-74,View More details about Campbell's
410,Huntsman,"$8,453",40.30%,"$1,045",1.10%,"$9,392","$8,046.9",50,"9,000",50,View More details about Huntsman
411,Franklin Resources,"$8,425.5",51.40%,"$1,831.2",129.20%,"$24,168.4","$14,019.3",73,"10,300",73,View More details about Franklin Resources
412,Avery Dennison,"$8,408.3",20.60%,$740.1,33.10%,"$7,971.6","$14,327.4",5,"36,000",5,View More details about Avery Dennison
413,Masco,"$8,375",14.90%,$410,-66.50%,"$5,575","$12,062.7",-15,"20,000",-15,View More details about Masco
414,CenterPoint Energy,"$8,352",-5.50%,"$1,486",-,"$37,679","$19,285.8",-72,"9,418",-72,View More details about CenterPoint Energy
415,Fifth Third Bancorp,"$8,329",-0.90%,"$2,770",94.10%,"$211,116","$29,511.3",-57,"19,112",-57,View More details about Fifth Third Bancorp
416,WEC Energy Group,"$8,316",14.80%,"$1,300.3",8.40%,"$38,988.5","$31,483.5",-16,"6,938",-16,View More details about WEC Energy Group
417,S&P Global,"$8,297",11.50%,"$3,024",29.30%,"$15,026","$142,343.5",-24,"22,850",-24,View More details about S&P Global
418,FM,"$8,274.6",21.70%,"$2,842.4",64.10%,"$32,160.5",-,5,"5,560",5,View More details about FM
419,Polaris,"$8,252",16.10%,$493.9,295.80%,"$5,047.8","$6,264.1",-12,"16,000",-12,View More details about Polaris
420,Williams-Sonoma,"$8,245.9",21.60%,"$1,126.3",65.50%,"$4,625.6","$10,376",5,"16,600",5,View More details about Williams-Sonoma
421,Autoliv,"$8,230",10.50%,$435,132.70%,"$7,537","$6,691.1",-29,"58,176",-29,View More details about Autoliv
